36105, Montgomery, AL, 86.310449, 32.32573
85009, Phoenix, AZ, 112.128368, 33.456373
72201, Little Rock, AR, 92.281939, 34.748342
95819, Sacramento, CA, 121.436634, 38.568293
80204, Denver, CO, 105.025854, 39.734022
06120, Hartford, CT, 72.675807, 41.78596
19901, Dover, DE, 75.535983, 39.156639
32304, Tallahassee, FL, 84.321132, 30.447752
30306, Atlanta, GA, 84.351418, 33.786027
83705, Boise, ID, 116.219104, 43.585077
62701, Springfield, IL, 89.649531, 39.80004
46219, Indianapolis, IN, 86.049533, 39.782092
50314, Des Moines, IA, 93.632993, 41.603003
66610, Topeka, KS, 95.746061, 38.982213
40212, Louisville, KY, 85.804479, 38.265116
70815, Baton Rouge, LA, 91.059558, 30.455809
04330, Augusta, ME, 69.766548, 44.323228
21403, Annapolis, MD, 76.49103, 38.952394
02115, Boston, MA, 71.092215, 42.342706
48823, East Lansing, MI, 84.476409, 42.738805
55103, Saint Paul, MN, 93.121594, 44.960798
39209, Jackson, MS, 90.244626, 32.318422
65101, Jefferson City, MO, 92.152462, 38.546212
59635, East Helena, MT, 111.905089, 46.597324
68503, Lincoln, NE, 96.676623, 40.823339
89704, Carson City, NV, 119.828624, 39.089756
03301, Concord, NH, 71.527734, 43.218525
08618, Trenton, NJ, 74.782062, 40.237687
87505, Santa Fe, NM, 105.981994, 35.619623
12207, Albany, NY, 73.752327, 42.658133
27606, Raleigh, NC, 78.711189, 35.764499
58501, Bismarck, ND, 100.774755, 46.823448
43210, Columbus, OH, 83.016404, 40.002804
73105, Oklahoma City, OK, 97.500291, 35.510811
97301, Salem, OR, 122.979692, 44.926039
17101, Harrisburg, PA, 76.883079, 40.261767
02908, Providence, RI, 71.437684, 41.838294
29209, Columbia, SC, 80.935525, 33.965863
57501, Pierre, SD, 100.321057, 44.369514
37914, Knoxville, TN, 83.849624, 35.991755
78721, Austin, TX, 97.686798, 30.272144
84103, Salt Lake City, UT, 111.874891, 40.777584
05602, Montpelier, VT, 72.576992, 44.264082
23222, Richmond, VA, 77.426725, 37.574802
98501, Olympia, WA, 122.876311, 47.012906
25301, Charleston, WV, 81.630606, 38.349
53714, Madison, WI, 89.311758, 43.097735
82001, Cheyenne, WY, 104.796234, 41.143719



